name,type,color,sweetness,crunchiness,juiciness,acidity,fiber_g,sugar_g,seeds,has_peel,typical_weight_g,is_tropical
blueberry,fruit,blue,6.5,0.9,5.9,3.4,2.39,7.68,none,False,1,False
orange,fruit,orange,6.0,2.9,7.2,4.7,2.6,13.71,many,True,136,True
bell_pepper,vegetable,green,4.4,5.0,6.1,3.3,1.59,1.79,many,True,110,False
strawberry,fruit,red,7.0,3.4,6.4,3.9,2.01,9.57,many,False,14,False
mango,fruit,orange,9.5,2.6,7.8,4.7,2.41,13.77,few,True,201,True
grape,fruit,purple,6.7,2.8,6.7,3.7,1.35,4.03,few,False,5,False
pear,fruit,green,6.1,7.0,5.9,3.9,4.86,19.73,few,True,194,False
blueberry,fruit,blue,5.5,2.0,7.0,3.0,2.52,10.65,few,False,1,False
watermelon,fruit,orange,6.6,1.0,7.9,2.6,0.55,5.24,many,True,8136,False
onion,vegetable,white,3.4,6.5,3.5,4.5,1.52,4.31,many,True,151,False
onion,vegetable,white,2.5,8.3,4.0,5.2,2.98,3.31,many,True,143,False
mango,fruit,orange,7.9,2.0,7.7,4.4,2.58,11.36,few,True,234,True
orange,fruit,orange,6.3,3.1,8.2,4.2,2.59,10.72,many,True,129,True
pineapple,fruit,brown,4.9,0.9,8.2,6.9,2.78,8.37,many,True,802,True
mango,fruit,orange,8.2,2.1,8.2,4.0,3.39,15.95,few,True,228,True
pear,fruit,green,5.6,5.9,6.1,4.0,5.51,18.58,none,True,161,False
banana,fruit,yellow,8.5,1.5,6.0,3.2,2.55,13.09,none,True,123,True
banana,fruit,yellow,6.3,1.9,7.0,3.4,2.76,15.91,none,True,114,True
carrot,vegetable,orange,5.7,8.3,1.9,1.8,3.05,5.51,none,False,68,False
orange,fruit,orange,5.6,2.6,7.6,4.7,3.56,12.79,many,True,151,True
cucumber,vegetable,green,3.8,6.6,8.6,1.6,0.2,2.25,few,True,301,False
pear,fruit,green,7.3,4.2,8.2,4.0,5.7,17.09,few,True,191,False
bell_pepper,vegetable,green,3.8,5.5,5.5,2.1,1.38,2.93,many,True,131,False
apple,fruit,red,5.7,6.9,5.9,4.8,3.03,17.57,few,True,217,False
strawberry,fruit,red,7.0,2.0,8.1,3.9,2.25,8.07,many,False,20,False
grape,fruit,purple,7.3,1.3,6.3,4.4,1.23,3.13,few,False,4,False
mango,fruit,orange,7.2,2.0,9.2,3.0,2.44,15.37,few,True,220,True
strawberry,fruit,red,6.6,3.0,7.7,3.7,1.65,7.81,many,False,14,False
tomato,vegetable,red,3.8,1.3,8.2,4.1,0.93,3.13,many,False,112,False
watermelon,fruit,green,5.4,1.4,9.3,3.2,0.53,4.66,many,True,9166,False
blueberry,fruit,blue,6.2,1.9,5.6,3.1,2.24,9.11,few,False,1,False
cucumber,vegetable,green,2.3,5.8,7.6,1.9,0.41,2.49,few,True,339,False
banana,fruit,yellow,6.9,2.2,6.4,2.7,3.71,11.98,none,True,137,True
carrot,vegetable,orange,4.5,7.9,3.2,2.0,2.94,6.15,none,False,57,False
strawberry,fruit,red,6.9,2.1,7.4,4.5,1.94,6.73,many,False,17,False
watermelon,fruit,green,7.2,1.8,9.0,3.4,0.54,6.73,many,True,7875,False
grape,fruit,purple,7.4,2.2,8.1,3.8,1.55,2.94,few,False,6,False
pear,fruit,green,5.8,4.3,9.2,4.0,6.64,17.28,few,True,184,False
pear,fruit,green,6.1,5.2,5.4,3.3,5.3,21.55,few,True,182,False
banana,fruit,yellow,7.2,1.2,6.2,3.1,3.38,15.74,none,True,115,True
cucumber,vegetable,green,1.5,7.9,7.4,1.5,0.44,1.76,few,True,306,False
onion,vegetable,white,2.6,5.1,3.1,4.8,1.71,5.39,many,True,131,False
pear,fruit,green,4.1,4.8,6.7,4.3,5.93,16.92,few,True,189,False
onion,vegetable,white,4.0,4.7,3.9,6.3,1.68,5.12,many,True,140,False
apple,fruit,red,7.3,4.9,5.5,4.5,4.13,20.78,few,True,196,False
apple,fruit,red,6.7,6.3,4.6,3.5,4.95,22.46,few,True,147,False
blueberry,fruit,blue,5.4,1.0,5.6,2.9,2.05,10.28,few,False,1,False
bell_pepper,vegetable,green,4.6,4.8,5.6,3.3,2.69,2.09,many,True,106,False
watermelon,fruit,white,8.7,0.5,9.3,2.7,0.92,6.09,many,True,10197,False
pear,fruit,green,6.6,5.8,6.9,4.4,5.11,17.21,few,True,151,False
apple,fruit,red,6.8,5.7,4.5,4.0,4.25,18.3,few,True,166,False
tomato,vegetable,red,4.3,2.8,7.8,3.9,1.24,3.08,many,False,144,False
tomato,vegetable,red,6.2,1.5,7.7,4.2,1.51,3.58,many,False,138,False
tomato,vegetable,red,6.6,2.6,8.3,5.1,1.99,3.94,many,False,121,False
blueberry,fruit,blue,5.8,2.9,5.8,2.6,2.89,10.98,few,False,1,False
blueberry,fruit,blue,5.3,1.1,7.8,2.9,1.97,9.58,few,False,2,False
carrot,vegetable,orange,5.4,9.0,3.3,3.2,1.74,5.09,none,False,50,False
cucumber,vegetable,green,3.9,5.1,8.6,1.9,0.7,2.43,few,True,284,False
pineapple,fruit,brown,4.8,0.9,8.1,6.3,2.64,8.98,many,True,916,True
pineapple,fruit,brown,7.5,1.3,8.2,5.5,2.78,7.93,many,True,891,True
pineapple,fruit,brown,6.4,1.4,9.7,5.3,2.48,7.24,many,True,1007,True
tomato,vegetable,red,4.7,1.4,7.8,3.8,1.34,3.02,many,False,140,False
blueberry,fruit,blue,6.1,2.7,7.0,2.5,2.41,12.29,few,False,1,False
orange,fruit,orange,6.2,3.9,8.4,4.9,2.99,10.89,many,True,143,True
carrot,vegetable,orange,3.8,8.8,1.5,3.9,2.25,6.44,none,False,61,False
strawberry,fruit,red,7.1,3.2,6.2,4.0,1.83,6.88,many,False,18,False
grape,fruit,purple,6.3,1.5,7.5,4.7,1.29,1.31,none,False,3,False
apple,fruit,red,4.6,4.6,6.0,4.5,4.51,20.88,few,True,195,False
bell_pepper,vegetable,green,2.7,4.3,7.1,2.1,1.68,2.42,many,True,109,False
orange,fruit,orange,5.1,3.5,8.9,4.5,2.15,11.28,many,True,142,True
mango,fruit,orange,8.9,1.3,7.8,5.2,3.91,14.77,few,True,171,True
strawberry,fruit,red,6.3,2.7,7.2,4.7,1.32,7.65,many,False,18,False
grape,fruit,purple,6.7,1.6,7.6,4.2,1.01,3.47,few,False,4,False
orange,fruit,orange,5.8,3.4,8.5,4.7,3.01,10.56,many,True,136,True
mango,fruit,brown,6.4,1.3,8.7,4.5,2.18,12.66,few,True,195,True
tomato,vegetable,red,5.7,2.1,7.8,4.9,1.77,3.94,many,False,96,False
orange,fruit,orange,5.0,4.1,8.7,5.5,3.29,11.55,many,True,142,True
potato,vegetable,brown,1.8,6.3,2.3,0.9,2.2,0.91,none,True,207,False
cucumber,vegetable,green,2.7,6.2,8.1,2.5,0.66,1.67,few,True,278,False
apple,fruit,red,6.7,5.3,3.9,5.7,3.39,21.78,few,True,183,False
cucumber,vegetable,green,2.1,5.7,8.9,1.2,0.6,1.72,few,True,249,False
banana,fruit,yellow,8.1,1.3,7.1,4.1,3.6,12.92,none,True,119,True
strawberry,fruit,red,8.8,1.9,6.9,5.0,1.74,7.79,few,False,20,False
blueberry,fruit,blue,7.5,1.5,7.9,3.1,1.99,6.88,few,False,1,False
pineapple,fruit,brown,5.9,0.6,8.6,6.9,2.82,8.32,many,True,971,True
potato,vegetable,green,2.1,7.2,1.9,0.7,2.26,1.32,none,True,220,False
mango,fruit,orange,9.1,1.7,9.1,3.9,2.49,16.92,few,True,215,True
cucumber,vegetable,green,4.6,6.6,7.5,2.9,0.55,2.34,few,True,334,False
pineapple,fruit,brown,5.0,0.2,9.2,6.5,2.99,12.96,many,True,999,True
orange,fruit,orange,7.7,3.5,8.2,5.4,3.15,8.85,many,True,145,True
mango,fruit,orange,8.4,1.5,7.8,3.8,2.26,13.9,few,True,157,True
strawberry,fruit,red,8.1,2.1,8.0,4.6,2.21,6.54,many,False,17,False
pineapple,fruit,brown,5.5,1.0,9.0,6.2,2.71,9.14,many,True,887,True
tomato,vegetable,red,5.9,2.6,8.3,5.0,1.57,4.55,many,False,115,False
pear,fruit,green,6.4,6.8,5.6,3.1,5.79,18.19,few,True,173,False
cucumber,vegetable,green,4.5,4.5,8.9,1.8,0.95,1.02,few,True,319,False
bell_pepper,vegetable,purple,4.2,4.6,6.0,3.6,1.73,3.96,many,True,134,False
bell_pepper,vegetable,green,3.6,5.5,6.0,3.2,1.38,2.75,many,True,88,False
apple,fruit,red,4.5,6.1,5.3,4.0,4.68,19.46,few,True,175,False
watermelon,fruit,green,6.9,1.0,9.5,2.5,0.32,7.28,many,True,9079,False
grape,fruit,purple,8.1,3.0,8.8,4.1,1.07,4.48,few,False,4,False
pineapple,fruit,brown,5.8,1.0,9.9,6.1,2.03,9.07,few,True,944,True
potato,vegetable,brown,2.3,5.2,2.1,1.5,2.78,0.85,none,True,202,False
onion,vegetable,white,2.3,5.5,4.8,5.3,1.73,4.67,many,True,155,False
carrot,vegetable,orange,5.4,8.4,3.5,2.4,2.55,4.22,none,False,70,False
grape,fruit,purple,8.1,1.6,7.2,4.0,1.21,4.1,few,False,5,False
strawberry,fruit,red,6.6,3.4,5.8,3.3,2.05,7.17,many,False,19,False
blueberry,fruit,blue,6.0,2.0,6.9,3.3,3.04,6.56,few,False,1,False
banana,fruit,green,7.0,2.8,5.2,2.9,2.83,15.27,none,True,123,True
mango,fruit,orange,7.7,1.3,7.8,4.2,3.12,11.97,few,True,235,True
pear,fruit,green,6.4,5.3,5.3,4.2,5.93,15.99,few,True,180,False
mango,fruit,orange,7.9,1.4,9.2,4.6,1.18,14.47,few,True,237,True
tomato,vegetable,red,4.8,2.0,8.8,4.3,1.02,4.1,many,False,107,False
grape,fruit,purple,6.3,3.2,6.8,4.4,1.46,4.86,few,False,5,False
pear,fruit,green,5.6,3.6,6.5,4.4,5.54,19.67,few,True,188,False
potato,vegetable,green,2.6,5.4,2.2,1.2,2.38,0.77,none,True,215,False
cucumber,vegetable,green,3.7,5.1,6.9,1.3,0.18,1.75,few,True,282,False
watermelon,fruit,green,7.9,0.5,8.2,3.0,0.4,4.92,many,True,9597,False
mango,fruit,orange,7.8,1.3,8.8,3.4,2.2,15.32,few,True,186,True
strawberry,fruit,red,6.2,2.2,7.0,3.2,1.95,6.56,many,False,22,False
carrot,vegetable,orange,5.6,8.2,2.8,3.6,2.77,1.98,none,False,50,False
grape,fruit,purple,7.8,2.0,5.7,3.9,1.57,3.0,few,False,5,False
mango,fruit,orange,7.9,1.3,7.6,3.5,2.68,16.08,few,True,203,True
blueberry,fruit,blue,6.6,2.6,6.0,4.0,3.24,6.37,few,False,1,False
tomato,vegetable,red,3.9,1.3,8.7,4.6,1.36,3.67,none,False,132,False
onion,vegetable,red,3.0,6.3,3.2,5.1,2.34,5.55,many,True,143,False
grape,fruit,purple,7.6,1.9,6.9,4.3,1.61,2.31,few,False,4,False
mango,fruit,orange,7.1,2.1,7.8,3.8,3.1,17.24,few,True,189,True
blueberry,fruit,green,7.0,1.5,6.4,3.7,1.91,8.67,few,False,1,False
onion,vegetable,white,2.4,6.9,2.5,2.9,1.23,3.74,many,True,147,False
bell_pepper,vegetable,green,4.7,4.6,4.6,3.0,1.72,1.7,many,True,124,False
bell_pepper,vegetable,green,3.5,4.1,6.8,2.8,1.69,3.75,many,True,127,False
spinach,vegetable,yellow,1.3,1.4,8.2,2.1,1.84,0.65,none,False,28,False
onion,vegetable,white,1.8,3.8,5.5,5.1,1.51,4.61,many,True,172,False
pear,fruit,blue,5.6,4.0,6.3,3.5,6.5,17.72,few,True,168,False
watermelon,fruit,orange,8.8,0.2,8.7,3.7,0.46,6.79,many,True,8390,False
potato,vegetable,brown,2.0,4.6,1.3,0.9,2.77,1.0,none,True,219,False
spinach,vegetable,green,1.5,1.4,6.0,2.0,2.37,0.36,none,False,23,False
banana,fruit,orange,6.6,3.2,7.1,3.2,2.87,16.66,none,True,109,True
grape,fruit,purple,6.9,2.0,8.1,4.4,1.95,3.59,few,False,5,False
apple,fruit,red,6.1,5.1,5.1,4.6,3.9,19.64,few,True,174,False
onion,vegetable,white,2.5,7.3,4.0,4.9,2.11,5.21,many,True,155,False
grape,fruit,purple,6.6,2.0,6.7,3.7,1.95,4.8,few,False,4,False
grape,fruit,purple,8.2,1.1,7.2,4.9,1.46,3.91,few,False,4,False
watermelon,fruit,green,6.5,1.8,9.6,3.4,0.75,5.68,many,True,7989,False
grape,fruit,purple,7.0,3.0,6.7,4.5,1.6,4.7,few,False,6,False
watermelon,fruit,green,7.9,0.9,9.2,3.5,0.74,6.39,many,True,9285,False
mango,fruit,orange,6.8,2.5,8.0,5.1,2.28,15.99,few,True,194,True
onion,vegetable,white,2.9,6.1,4.5,5.3,1.2,5.72,many,True,162,False
mango,fruit,orange,8.9,1.8,7.3,2.7,1.8,15.21,few,True,190,True
tomato,vegetable,red,5.1,1.3,9.8,3.4,1.27,4.52,many,False,103,False
watermelon,fruit,green,7.5,1.4,9.8,3.3,0.41,7.98,few,True,9906,False
bell_pepper,vegetable,green,4.1,7.0,7.2,3.3,1.16,3.05,many,True,119,False
orange,fruit,orange,6.2,3.5,8.3,4.4,2.43,11.09,many,True,120,True
grape,fruit,purple,6.1,1.4,7.5,4.1,1.49,3.84,few,False,3,False
pineapple,fruit,brown,5.5,0.5,9.8,6.1,2.21,12.67,many,True,882,True
strawberry,fruit,red,5.6,3.8,6.7,3.7,1.93,8.62,many,False,18,False
strawberry,fruit,red,8.4,3.4,8.2,4.0,2.3,6.92,many,False,20,False
carrot,vegetable,orange,3.1,8.0,3.9,2.7,2.84,3.87,none,False,70,False
mango,fruit,orange,6.7,0,8.3,3.7,2.82,12.63,few,True,190,True
banana,fruit,yellow,8.7,1.5,4.9,2.2,2.41,11.42,none,True,110,True
pineapple,fruit,brown,5.8,0.7,8.5,7.7,1.5,10.17,many,True,648,True
grape,fruit,purple,5.3,1.2,7.2,3.4,1.88,5.43,few,False,3,False
orange,fruit,orange,6.0,3.3,8.4,6.2,2.75,11.56,many,True,119,True
bell_pepper,vegetable,green,3.4,4.3,5.8,3.8,1.29,4.52,many,True,131,False
banana,fruit,yellow,6.4,2.9,5.2,2.4,3.45,14.12,none,True,115,True
pear,fruit,green,6.1,7.9,6.4,4.3,5.18,17.92,few,True,173,False
watermelon,fruit,green,5.8,1.1,9.3,3.4,0.58,5.95,many,True,8175,False
apple,fruit,red,7.0,3.6,3.8,4.2,3.88,19.85,few,True,162,False
pear,fruit,green,6.0,6.5,8.1,3.2,4.57,16.45,few,True,193,False
onion,vegetable,white,3.4,4.7,3.1,5.3,1.57,4.84,many,True,142,False
banana,fruit,yellow,6.7,2.6,7.3,2.3,3.27,13.64,none,True,106,True
orange,fruit,orange,6.4,2.9,8.8,5.6,3.55,10.39,many,True,119,True
grape,fruit,purple,8.2,2.4,7.1,3.7,1.74,2.96,few,False,3,False
pineapple,fruit,brown,6.4,1.3,9.3,6.3,2.97,11.45,many,True,1026,True
watermelon,fruit,green,6.5,1.4,9.9,3.7,0.81,3.47,many,True,8888,False
pineapple,fruit,brown,7.5,0.6,9.4,6.0,2.52,6.73,many,True,1048,True
orange,fruit,orange,7.5,2.4,7.5,5.3,4.04,12.49,many,True,135,True
blueberry,fruit,blue,7.0,2.0,5.8,1.9,2.34,9.07,few,False,2,False
strawberry,fruit,red,7.2,3.2,6.4,4.8,2.11,6.13,many,False,17,False
potato,vegetable,brown,1.7,4.8,2.5,0.4,2.34,0.81,none,True,161,False
bell_pepper,vegetable,green,3.6,3.9,6.4,2.3,2.0,2.89,many,True,121,False
pineapple,fruit,brown,4.4,0.9,9.3,6.5,2.7,9.16,many,True,809,True
spinach,vegetable,green,1.2,0.5,6.0,2.0,1.82,0.46,none,False,33,False
orange,fruit,orange,6.1,2.6,7.5,5.4,4.0,13.95,many,True,131,True
cucumber,vegetable,green,2.9,4.5,7.0,2.1,0.52,1.39,few,True,317,False
orange,fruit,green,7.1,2.1,7.1,6.6,3.12,12.91,many,True,142,True
mango,fruit,orange,7.2,2.6,8.0,3.6,1.96,15.07,few,True,182,True
orange,fruit,orange,6.2,2.6,7.8,5.6,2.52,11.47,many,True,136,True
orange,fruit,orange,5.4,2.1,7.9,4.9,3.62,13.87,many,True,130,True
strawberry,fruit,red,5.9,2.3,7.0,4.6,1.82,7.84,many,False,20,False
blueberry,fruit,blue,5.5,2.3,4.8,2.6,2.4,12.0,few,False,1,False
cucumber,vegetable,green,3.6,5.9,9.2,1.2,0.76,2.06,few,True,316,False
mango,fruit,brown,8.4,1.8,8.2,4.7,2.52,13.72,few,True,215,True
pineapple,fruit,white,5.4,0.9,8.2,5.3,2.53,11.13,few,True,790,True
spinach,vegetable,green,1.1,2.7,7.5,2.7,2.56,0.59,none,False,31,False
pineapple,fruit,brown,6.3,0,9.4,5.2,2.35,11.33,many,True,929,True
blueberry,fruit,blue,6.5,1.6,5.6,1.6,1.92,10.9,few,False,2,False
carrot,vegetable,orange,5.1,7.9,2.7,3.5,2.28,5.38,none,False,64,False
bell_pepper,vegetable,orange,4.4,1.9,6.2,3.5,1.52,3.17,many,True,140,False
strawberry,fruit,red,7.1,3.0,6.9,3.2,1.52,7.65,many,False,19,False
pineapple,fruit,brown,5.3,0.4,9.2,6.4,1.81,6.34,many,True,875,True
strawberry,fruit,red,7.1,4.0,7.5,3.8,2.81,7.62,many,False,18,False
bell_pepper,vegetable,green,3.7,5.4,5.5,2.9,1.78,2.4,many,True,114,False
spinach,vegetable,green,1.2,1.5,6.9,2.3,2.25,0.53,none,False,29,False
blueberry,fruit,blue,5.6,2.6,6.8,3.4,2.54,7.61,few,False,2,False
apple,fruit,orange,5.4,5.4,5.8,4.3,3.67,18.63,few,True,173,False
pineapple,fruit,brown,6.4,0.1,7.6,6.1,2.55,9.75,few,True,878,True
onion,vegetable,red,3.0,5.4,4.5,3.7,2.19,5.04,many,True,157,False
grape,fruit,red,7.0,2.0,6.9,4.2,1.58,3.34,few,False,5,False
pineapple,fruit,brown,5.9,1.0,8.8,4.1,2.58,11.24,many,True,981,True
onion,vegetable,white,2.9,5.4,3.8,5.9,1.95,5.26,many,True,137,False
bell_pepper,vegetable,orange,3.4,4.4,6.3,2.6,2.41,4.43,many,True,106,False
mango,fruit,orange,8.5,2.5,9.2,2.9,2.58,13.48,few,True,210,True
cucumber,vegetable,green,3.9,6.2,8.2,2.0,0.42,2.22,few,True,296,False
pear,fruit,green,6.9,7.3,4.3,2.4,6.47,14.9,few,True,130,False
watermelon,fruit,green,7.9,0.7,9.5,3.0,0.43,4.28,many,True,10872,False
banana,fruit,yellow,7.0,2.9,5.6,2.9,2.8,15.75,none,True,129,True
orange,fruit,orange,2.5,3.8,8.6,4.9,3.92,12.44,many,True,128,True
mango,fruit,orange,7.9,2.4,8.0,4.4,2.82,12.77,few,True,208,True
onion,vegetable,white,2.9,6.2,4.8,4.3,1.84,5.29,many,True,140,False
mango,fruit,orange,8.5,2.4,8.0,4.1,2.56,10.63,few,True,195,True
carrot,vegetable,purple,5.1,6.8,3.3,2.1,2.31,6.09,none,False,62,False
blueberry,fruit,blue,6.5,3.6,6.7,3.4,2.38,11.62,few,False,1,False
potato,vegetable,orange,1.7,5.4,1.3,0.9,2.42,0.99,many,True,247,False
carrot,vegetable,orange,4.5,9.0,2.9,3.5,2.98,5.16,many,False,62,False
mango,fruit,orange,7.4,2.7,9.5,4.2,2.23,13.62,few,True,191,True
watermelon,fruit,green,7.5,0.0,8.7,3.1,0.96,7.14,many,True,8426,False
potato,vegetable,purple,2.1,6.4,1.9,1.5,1.66,0.89,few,True,254,False
mango,fruit,orange,6.5,1.8,8.6,4.6,1.65,13.13,few,True,190,True
apple,fruit,purple,3.5,6.7,6.3,4.3,3.26,20.76,few,True,188,False
pear,fruit,green,5.6,4.0,7.5,2.3,6.13,18.34,few,True,184,False
spinach,vegetable,green,0.7,2.1,7.3,1.5,1.67,0.25,none,False,23,False
cucumber,vegetable,white,3.1,7.0,8.4,1.4,0.41,1.82,few,True,301,False
blueberry,fruit,blue,3.7,2.0,5.3,2.8,1.85,9.65,few,False,1,False
spinach,vegetable,green,1.0,1.7,7.6,1.6,2.66,0.2,none,False,29,False
strawberry,fruit,green,7.9,3.5,6.6,3.2,2.17,6.46,many,False,21,False
banana,fruit,yellow,7.7,1.6,7.0,3.4,3.25,12.91,none,True,129,True
watermelon,fruit,green,7.6,0,9.9,3.5,0.67,6.72,many,True,7864,False
orange,fruit,orange,6.3,2.9,8.7,4.7,2.91,10.27,many,True,120,True
cucumber,vegetable,white,3.0,6.5,7.4,1.4,0.42,1.17,few,True,340,False
mango,fruit,orange,7.4,1.2,8.9,3.9,2.28,16.29,few,True,180,True
bell_pepper,vegetable,green,3.3,4.5,4.9,3.3,1.81,4.19,many,True,152,False
banana,fruit,yellow,6.6,2.6,6.2,3.1,3.85,15.95,none,True,115,True
cucumber,vegetable,green,4.4,7.7,7.4,1.6,0.46,1.19,few,True,245,False
watermelon,fruit,green,5.5,1.8,9.0,3.1,0.49,6.92,many,True,8522,False
grape,fruit,purple,7.6,2.2,7.7,3.4,1.07,4.45,few,False,5,False
grape,fruit,purple,7.2,1.5,6.8,4.6,1.85,3.81,few,False,6,False
apple,fruit,red,5.6,6.4,5.9,2.4,3.35,15.12,few,True,161,False
orange,fruit,purple,7.4,2.6,7.0,5.0,2.74,12.21,few,True,122,True
bell_pepper,vegetable,green,4.3,3.9,7.0,2.3,1.26,3.34,many,True,88,False
watermelon,fruit,green,5.7,1.8,9.3,2.8,0.4,5.27,many,True,9289,False
bell_pepper,vegetable,green,3.8,4.2,6.1,2.6,1.54,3.66,many,True,116,False
orange,fruit,orange,4.9,3.1,8.8,5.1,2.88,13.16,few,True,132,True
apple,fruit,purple,6.0,3.8,4.2,2.9,4.35,22.89,few,True,219,False
mango,fruit,orange,6.0,2.0,7.9,4.5,2.43,13.76,many,True,205,True
pineapple,fruit,brown,6.0,1.4,9.2,6.2,2.67,6.88,many,True,792,True
pear,fruit,green,6.6,3.2,5.6,3.2,6.29,14.68,few,True,190,False
banana,fruit,yellow,7.4,1.5,5.5,3.1,2.64,14.8,none,True,123,True
blueberry,fruit,blue,5.4,1.9,6.0,3.2,2.29,10.75,none,False,2,False
banana,fruit,yellow,6.5,1.8,6.0,3.3,3.34,12.36,none,True,119,True
carrot,vegetable,orange,5.5,8.0,2.8,1.9,3.48,4.26,none,False,54,False
tomato,vegetable,red,5.3,3.3,6.3,4.2,1.19,3.95,many,False,115,False
apple,fruit,red,6.5,7.5,4.1,4.0,3.96,18.82,few,True,183,False
banana,fruit,yellow,6.4,3.0,5.7,3.3,2.81,13.15,none,True,106,True
orange,fruit,orange,6.0,2.3,8.5,5.2,2.57,10.06,none,True,125,True
strawberry,fruit,red,7.1,3.8,6.3,3.5,1.93,6.09,many,False,18,False
spinach,vegetable,green,0.7,1.4,5.4,2.2,2.2,0.53,none,False,32,False
potato,vegetable,brown,1.6,5.6,1.7,0.4,1.72,0.71,none,True,192,False
watermelon,fruit,green,7.9,1.0,9.8,2.3,0.38,4.62,many,True,9356,False
spinach,vegetable,green,2.1,0.6,6.2,1.4,2.51,0.44,none,False,26,False
mango,fruit,orange,6.6,2.3,7.1,5.1,2.73,12.72,many,True,197,True
blueberry,fruit,blue,6.0,3.4,6.1,2.3,2.36,9.79,few,False,1,False
blueberry,fruit,green,7.2,2.7,7.0,3.6,2.76,11.86,few,False,1,False
spinach,vegetable,green,1.1,1.5,5.9,2.0,2.32,0.41,none,False,26,False
tomato,vegetable,red,4.8,1.9,7.6,3.8,1.47,3.95,many,False,110,False
spinach,vegetable,green,0.9,1.7,7.2,2.6,2.13,0.73,none,False,27,False
spinach,vegetable,green,0.7,1.6,8.9,2.1,2.14,0.57,none,False,32,False
apple,fruit,red,7.1,5.4,6.1,3.7,4.14,16.35,few,True,195,False
bell_pepper,vegetable,green,4.3,4.0,7.0,2.5,1.87,3.36,many,True,125,False
strawberry,fruit,red,6.6,3.0,6.8,3.0,1.93,5.58,many,False,17,False
mango,fruit,orange,8.2,1.5,9.2,4.4,3.28,11.2,few,True,212,True
grape,fruit,purple,8.3,3.3,9.0,4.3,1.47,6.04,few,False,4,False
mango,fruit,orange,7.7,2.5,7.6,4.0,2.35,11.72,few,True,230,True
apple,fruit,red,5.7,5.5,4.0,4.3,3.27,17.51,few,True,181,False
potato,vegetable,brown,1.8,6.8,1.0,0.7,2.31,0.72,none,True,222,False
potato,vegetable,brown,2.9,6.2,1.3,0.7,1.66,1.2,none,True,175,False
banana,fruit,yellow,6.8,3.6,5.2,3.1,2.23,13.36,none,True,107,True
onion,vegetable,white,2.8,7.2,3.6,4.8,1.57,4.45,many,True,149,False
potato,vegetable,brown,1.8,5.7,2.1,0.9,2.38,1.09,none,True,198,False
apple,fruit,red,6.7,7.1,4.5,3.9,5.32,18.79,few,True,209,False
strawberry,fruit,red,4.7,3.5,8.1,4.1,2.23,5.84,many,False,17,False
mango,fruit,orange,8.5,2.0,8.2,4.7,3.28,9.86,few,True,227,True
grape,fruit,purple,7.2,2.4,7.6,3.6,1.39,4.16,few,False,4,False
banana,fruit,yellow,7.6,3.4,7.0,3.2,2.81,14.48,none,True,114,True
orange,fruit,orange,6.5,2.0,7.7,5.9,3.23,12.41,few,True,139,True
bell_pepper,vegetable,green,3.9,7.1,6.8,4.0,2.23,2.99,many,True,134,False
pear,fruit,green,4.3,4.6,6.3,4.3,4.61,17.59,few,True,191,False
blueberry,fruit,blue,5.1,1.2,6.3,3.8,2.99,12.01,few,False,2,False
orange,fruit,orange,6.1,4.2,8.7,5.9,3.61,12.61,many,True,150,True
orange,fruit,orange,5.3,2.5,7.1,4.2,3.35,9.5,many,True,115,True
tomato,vegetable,red,5.4,2.3,7.2,4.8,2.05,4.52,many,False,111,False
orange,fruit,orange,5.9,3.2,8.0,4.4,3.31,11.99,many,True,121,True
grape,fruit,purple,8.8,2.2,5.8,5.2,1.15,3.55,few,False,2,False
spinach,vegetable,green,1.3,1.7,7.2,2.0,1.85,0.53,none,False,32,False
strawberry,fruit,red,6.1,3.7,6.5,3.3,2.64,5.63,many,False,18,False
apple,fruit,red,5.2,4.4,6.8,3.7,4.76,16.66,many,True,193,False
tomato,vegetable,red,4.8,2.6,8.8,4.2,1.51,4.09,many,False,115,False
bell_pepper,vegetable,green,1.5,6.4,3.2,2.8,2.46,4.89,many,True,113,False
orange,fruit,orange,6.2,2.0,7.8,4.2,2.61,10.82,many,True,125,True
apple,fruit,red,6.8,6.6,3.7,5.3,4.0,20.3,few,True,167,False
strawberry,fruit,red,7.8,3.2,8.3,2.0,1.74,8.51,many,False,10,False
carrot,vegetable,orange,5.2,7.8,3.5,2.8,3.65,5.35,none,False,49,False
bell_pepper,vegetable,green,3.9,4.1,6.6,3.1,1.77,3.28,many,True,88,False
potato,vegetable,purple,1.5,5.5,2.2,0.9,2.05,0.51,none,True,199,False
tomato,vegetable,red,4.5,1.8,8.0,3.5,1.32,2.84,many,False,114,False
banana,fruit,yellow,8.1,2.7,6.6,2.5,3.44,16.36,many,True,113,True
banana,fruit,yellow,7.9,0.9,5.4,3.4,2.67,13.59,few,True,105,True
cucumber,vegetable,green,4.2,5.8,8.8,2.5,0.38,2.14,few,True,292,False
orange,fruit,orange,5.8,3.6,7.9,3.4,2.46,8.79,many,True,128,True
strawberry,fruit,red,6.1,3.0,7.2,4.2,1.45,7.25,many,False,16,False
cucumber,vegetable,green,1.9,6.2,7.9,2.2,0.37,1.63,few,True,269,False
bell_pepper,vegetable,green,3.7,6.7,5.1,2.8,2.16,2.01,many,True,92,False
grape,fruit,purple,6.4,2.2,7.2,4.3,0.96,3.34,few,False,4,False
